PROVNUM,PROVNAME,ADDRESS,CITY,STATE,ZIP,PHONE,COUNTY_SSA,COUNTY_NAME,BEDCERT,RESTOT,INHOSP,CCRC_FACIL,SFF,CHOW_LAST_12MOS,SPRINKLER_STATUS,EXP_TOTAL,ADJ_TOTAL,OWNERSHIP,CERTIFICATION,CYCLE_1_DEFS,CYCLE_1_NFROMDEFS,CYCLE_1_NFROMCOMP,CYCLE_1_DEFS_SCORE,CYCLE_1_NUMREVIS,CYCLE_1_REVISIT_SCORE,CYCLE_1_TOTAL_SCORE,CYCLE_1_SURVEY_DATE,CYCLE_2_SURVEY_DATE,FINE_CNT,FINE_TOT,CYCLE_2_TOTAL_SCORE
225049,PINE KNOLL NURSING CENTER,30 WATERTOWN STREET,LEXINGTON,MA,2420,7818628151,90,Middlesex,81,74.2,False,False,False,False,True,2.87892,3.74712,For profit - Corporation,Medicare and Medicaid,1,0,1,20,0,0,20,2017-08-11,2016-09-09,0,0,24
225051,WINGATE AT NORTON,184 MANSFIELD AVENUE,NORTON,MA,2766,5082857745,20,Bristol,106,99.6,False,False,False,False,True,3.17328,3.62653,For profit - Corporation,Medicare and Medicaid,7,7,0,32,1,0,32,2017-06-09,2016-02-10,0,0,48
225054,JOHN SCOTT HOUSE NURSING & REHABILITATION CENTER,233 MIDDLE STREET,BRAINTREE,MA,2184,7818431860,130,Norfolk,138,134.8,False,False,False,False,True,3.15731,3.77115,For profit - Corporation,Medicare and Medicaid,2,2,0,8,1,0,8,2017-01-26,2015-09-14,0,0,4
225058,ROYAL BRAINTREE NURSING AND REHABILITATION CENTER,95 COMMERCIAL STREET,BRAINTREE,MA,2184,7818483678,130,Norfolk,204,177.5,False,False,False,False,True,3.02274,4.00581,For profit - Limited Liability company,Medicare and Medicaid,13,6,9,92,1,0,92,2017-04-03,2015-12-08,1,5807,8
225059,COLONIAL REHABILITATION AND NURSING CENTER,125 BROAD STREET,WEYMOUTH,MA,2188,7813373121,130,Norfolk,205,141.9,False,False,False,False,True,3.03145,4.50554,For profit - Corporation,Medicare and Medicaid,9,9,0,68,1,0,68,2016-10-13,2015-06-25,2,61968,24
225063,MARLBOROUGH HILLS REHABILITATION & HLTH CARE CTR,121 NORTHBORO ROAD,MARLBOROUGH,MA,1752,5084854040,90,Middlesex,196,188.5,False,False,False,False,True,2.99978,3.05995,For profit - Corporation,Medicare and Medicaid,11,11,0,84,1,0,84,2016-12-14,2015-09-09,2,162917,20
225067,WEDGEMERE HEALTHCARE,146 DEAN STREET,TAUNTON,MA,2780,5088230767,20,Bristol,94,83.4,False,False,False,True,True,3.01546,3.52985,For profit - Corporation,Medicare and Medicaid,7,7,0,32,1,0,32,2016-10-21,2015-07-08,1,29673,156
225080,RIVERCREST LONG TERM CARE,DEACONESS ROAD,W CONCORD,MA,1742,9783695151,90,Middlesex,108,43.2,False,True,False,False,True,3.25364,3.25687,Non profit - Corporation,Medicare and Medicaid,4,4,0,20,1,0,20,2017-10-25,2016-09-22,0,0,16
225110,SOLDIERS HOME IN MASSACHUSETTS,91 CREST AVENUE,CHELSEA,MA,2150,6178845660,160,Suffolk,88,62.2,False,False,False,False,True,,,Government - State,Medicare,2,2,0,4,1,0,4,2017-07-03,2016-08-22,0,0,0
225117,ROYAL OF FAIRHAVEN NURSING CENTER,184 MAIN STREET,FAIRHAVEN,MA,2719,5089973193,20,Bristol,100,81.3,False,False,False,False,True,3.00437,3.56925,For profit - Partnership,Medicare and Medicaid,5,4,1,20,1,0,20,2017-06-29,2016-04-13,1,6435,36
225133,BLUEBERRY HILL REHABILITATION AND HEALTHCARE CTR,75 BRIMBAL AVENUE,BEVERLY,MA,1915,9789272020,40,Essex,132,124.1,False,False,False,False,True,3.21523,3.126,For profit - Corporation,Medicare and Medicaid,4,3,1,36,1,0,36,2016-12-08,2015-10-07,0,0,12
225134,WINGATE AT SHARON,259 NORWOOD STREET,SHARON,MA,2067,7817846781,130,Norfolk,66,54.5,False,False,False,False,True,3.12472,4.19487,For profit - Corporation,Medicare and Medicaid,8,0,8,108,0,0,108,2016-09-09,2015-07-07,1,52325,36
225145,OAKHILL HEALTHCARE,76 NORTH STREET,MIDDLEBORO,MA,2346,5089474774,150,Plymouth,123,94.9,False,False,False,True,True,3.17659,3.44954,For profit - Corporation,Medicare and Medicaid,5,1,4,56,1,0,56,2017-09-21,2016-07-05,2,11840,16
225147,SAUGUS REHAB AND NURSING,266 LINCOLN AVENUE,SAUGUS,MA,1906,7812336830,40,Essex,80,66.4,False,False,False,True,True,2.85272,3.67563,For profit - Corporation,Medicare and Medicaid,7,7,0,28,1,0,28,2017-06-26,2016-06-23,0,0,28
225148,HARBORVIEW CENTER FOR NURSING & REHABILITATION (TH,1 CHIEF JUSTICE CUSHING HIGHWAY,COHASSET,MA,2025,7813839060,130,Norfolk,80,,False,False,False,False,True,,,For profit - Corporation,Medicare and Medicaid,6,6,0,28,1,0,28,2017-08-10,2016-08-23,0,0,20
225154,M I NURSING & RESTORATIVE CENTER,172 LAWRENCE STREET,LAWRENCE,MA,1841,9786856321,40,Essex,250,218.2,False,False,False,False,True,3.13756,4.05261,Non profit - Corporation,Medicare and Medicaid,4,4,0,28,1,0,28,2017-08-31,2016-08-03,0,0,28
225173,JEWISH HEALTHCARE CENTER,629 SALISBURY STREET,WORCESTER,MA,1609,5087988653,170,Worcester,141,134.7,False,False,False,False,True,3.22893,5.31163,Non profit - Corporation,Medicare and Medicaid,3,3,0,16,1,0,16,2016-12-06,2015-09-03,0,0,12
225176,HERITAGE HALL SOUTH,65 COOPER STREET,AGAWAM,MA,1001,4137868000,70,Hampden,122,57.4,False,False,False,False,True,3.20194,3.63783,For profit - Corporation,Medicare and Medicaid,12,10,2,80,1,0,80,2017-06-22,2016-06-06,3,96530,162
225184,WEBSTER PARK REHABILITATION AND HEALTHCARE CENTER,56 WEBSTER STREET,ROCKLAND,MA,2370,7818710555,150,Plymouth,110,95.8,False,False,False,False,True,3.14852,4.0821,For profit - Corporation,Medicare and Medicaid,11,11,0,48,1,0,48,2016-11-15,2015-09-11,0,0,0
225185,COUNTRY GARDENS SKILLED NRSG & REHABILITATION CTR,2045 GRAND ARMY HIGHWAY,SWANSEA,MA,2777,5083799700,20,Bristol,86,82.4,False,False,False,False,True,2.97251,3.68147,For profit - Corporation,Medicare and Medicaid,8,4,4,76,1,0,76,2017-04-26,2016-01-07,2,64728,36
225189,SWEET BROOK OF WILLIAMSTOWN REHABILITATION & N CTR,1561 COLD SPRING ROAD,WILLIAMSTOWN,MA,1267,4134588127,10,Berkshire,184,98.5,False,False,False,False,True,2.9534,3.6016,For profit - Corporation,Medicare and Medicaid,29,11,18,618,1,0,618,2017-02-01,2015-10-19,3,297522,92
225194,KIMWELL NURSING AND REHABILITATION,495 NEW BOSTON ROAD,FALL RIVER,MA,2720,5086790106,20,Bristol,124,112.8,False,False,False,False,True,3.16248,3.49313,For profit - Corporation,Medicare and Medicaid,9,7,2,44,1,0,44,2017-07-26,2016-05-18,1,1950,16
225196,GARDNER REHABILITATION AND NURSING CENTER,59 EASTWOOD CIRCLE,GARDNER,MA,1440,9786328776,170,Worcester,124,115.7,False,False,False,False,True,3.0381,3.06961,For profit - Corporation,Medicare and Medicaid,4,4,0,20,1,0,20,2017-02-01,2015-10-20,0,0,16
225198,TWIN OAKS REHAB AND NURSING,63 LOCUST STREET,DANVERS,MA,1923,9787770011,40,Essex,101,81.4,False,False,False,True,True,2.78994,3.42219,For profit - Corporation,Medicare and Medicaid,8,8,0,36,1,0,36,2017-04-28,2016-05-10,0,0,40
225199,WORCESTER REHABILITATION & HEALTH CARE CENTER,119 PROVIDENCE STREET,WORCESTER,MA,1604,5088605000,170,Worcester,160,105.0,False,False,False,False,True,2.91528,3.60002,For profit - Corporation,Medicare and Medicaid,5,4,1,20,1,0,20,2017-05-25,2016-04-04,3,104391,252
225207,PLYMOUTH REHABILITATION & HEALTH CARE CENTER,123 SOUTH STREET,PLYMOUTH,MA,2360,5087464343,150,Plymouth,186,164.4,False,False,False,False,True,3.17414,2.52217,For profit - Corporation,Medicare and Medicaid,5,3,2,24,1,0,24,2016-09-22,2015-06-18,0,0,32
225208,CHARLWELL HOUSE,305 WALPOLE STREET,NORWOOD,MA,2062,7817627700,130,Norfolk,124,113.7,False,False,False,False,True,2.89624,3.64715,For profit - Corporation,Medicare and Medicaid,10,7,3,48,1,0,48,2017-04-21,2016-03-21,0,0,12
225210,RIVER TERRACE REHABILITATION AND HEALTHCARE CTR,1675 NORTH MAIN STREET,LANCASTER,MA,1523,9783654537,170,Worcester,82,79.5,False,False,False,False,True,3.34085,3.25122,For profit - Corporation,Medicare and Medicaid,0,0,0,0,0,0,0,2017-08-01,2016-05-20,0,0,0
225211,ELLIS NURSING HOME (THE),135 ELLIS AVENUE,NORWOOD,MA,2062,7817626880,130,Norfolk,191,149.4,False,False,False,False,True,3.04993,4.17943,For profit - Individual,Medicare and Medicaid,6,6,0,48,1,0,48,2017-04-04,2015-12-17,1,47239,24
225215,SOUTHSHORE HEALTH CARE CENTER,115 NORTH AVENUE,ROCKLAND,MA,2370,7818783308,150,Plymouth,96,90.3,False,False,False,False,True,3.15552,3.47599,For profit - Partnership,Medicare and Medicaid,4,2,2,16,1,0,16,2017-03-24,2015-12-23,0,0,4
225216,FITCHBURG HEALTHCARE,1199 JOHN FITCH HWY,FITCHBURG,MA,1420,9783450146,170,Worcester,160,112.1,False,False,False,True,True,3.07288,3.45641,For profit - Corporation,Medicare and Medicaid,6,6,0,24,1,0,24,2017-01-10,2015-09-28,1,2000,52
225218,"OXFORD REHABILITATION & HEALTH CARE CENTER, THE",689 MAIN STREET,HAVERHILL,MA,1830,9783731131,40,Essex,120,112.2,False,False,False,False,True,,,For profit - Corporation,Medicare and Medicaid,19,8,11,258,1,0,258,2016-11-18,2015-11-24,1,47450,64
225219,WINGATE AT WORCESTER,59 ACTON STREET,WORCESTER,MA,1604,5087913147,170,Worcester,173,146.3,False,False,False,False,True,3.48494,4.06624,For profit - Corporation,Medicare and Medicaid,5,4,1,20,1,0,20,2017-07-18,2016-06-30,1,5850,24
225221,BROCKTON HEALTH CENTER,2 BEAUMONT AVENUE,BROCKTON,MA,2302,5085888550,150,Plymouth,123,113.5,False,False,False,False,True,2.85554,3.64478,For profit - Corporation,Medicare and Medicaid,9,9,0,36,1,0,36,2017-06-05,2016-02-18,0,0,24
225223,BRENTWOOD REHABILITATION AND HEALTHCARE CTR (THE),56 LIBERTY STREET,DANVERS,MA,1923,9787772700,40,Essex,159,137.8,False,False,False,False,True,3.12112,3.7559,For profit - Corporation,Medicare and Medicaid,11,8,3,60,1,0,60,2017-04-19,2016-06-15,2,35331,104
225224,CARE ONE AT LOWELL,19 VARNUM STREET,LOWELL,MA,1850,9784545644,90,Middlesex,160,148.7,False,False,False,False,True,2.55523,3.8888,For profit - Corporation,Medicare and Medicaid,7,3,4,128,1,0,128,2016-11-09,2015-10-29,2,201474,16
225225,SOUTHEAST HEALTH CARE CENTER,184 LINCOLN STREET,NORTH EASTON,MA,2356,5082387053,20,Bristol,171,167.2,False,False,False,False,True,3.12842,3.40851,For profit - Partnership,Medicare and Medicaid,6,3,3,76,1,0,76,2017-11-16,2016-09-29,2,17036,32
225227,FITCHBURG GARDENS FOR NURSING AND REHABILITATION,94 SUMMER STREET,FITCHBURG,MA,1420,9783433530,170,Worcester,87,60.5,False,False,False,False,True,3.00682,3.08345,For profit - Corporation,Medicare and Medicaid,4,4,0,20,1,0,20,2017-10-03,2016-07-21,2,50668,92
225229,MAPLEWOOD REHAB  AND NURSING,6 MORRILL PLACE,AMESBURY,MA,1913,9783883500,40,Essex,120,84.7,False,False,False,True,True,3.00511,3.39674,For profit - Corporation,Medicare and Medicaid,7,6,1,32,1,0,32,2017-03-28,2016-06-03,0,0,44
225230,GREAT BARRINGTON NURSING AND REHABILITATION,148 MAPLE AVENUE,GREAT BARRINGTON,MA,1230,4135283320,10,Berkshire,88,51.1,False,False,False,True,True,3.02313,3.38924,For profit - Partnership,Medicare and Medicaid,4,4,0,16,1,0,16,2017-07-12,2016-05-23,0,0,12
225232,HOLYOKE HEALTHCARE CENTER,282 CABOT STREET,HOLYOKE,MA,1040,4135387470,70,Hampden,102,92.2,False,False,False,False,True,3.31689,3.5605,For profit - Corporation,Medicare and Medicaid,5,5,0,20,1,0,20,2017-10-17,2016-10-05,0,0,40
225233,BRANDON WOODS OF DARTMOUTH,567 DARTMOUTH STREET,SOUTH DARTMOUTH,MA,2748,5089977787,20,Bristol,118,109.4,False,False,False,False,True,3.21567,3.53011,For profit - Corporation,Medicare and Medicaid,1,1,0,4,1,0,4,2016-08-16,2015-06-08,0,0,8
225236,CARE ONE AT HOLYOKE,260 EASTHAMPTON ROAD,HOLYOKE,MA,1040,4135389733,70,Hampden,164,156.5,False,False,False,False,True,2.42,4.67869,For profit - Corporation,Medicare and Medicaid,3,3,0,12,1,0,12,2016-11-18,2015-09-15,0,0,0
225242,WESTBOROUGH HEALTHCARE,8 COLONIAL DRIVE,WESTBOROUGH,MA,1581,5083669131,170,Worcester,117,92.3,False,False,False,True,True,3.11521,3.26335,For profit - Corporation,Medicare and Medicaid,5,5,0,24,1,0,24,2016-12-29,2015-11-09,1,6500,140
225248,BEAUMONT REHAB & SKILLED NURSING CTR - NORTHBRIDGE,85 BEAUMONT DRIVE,NORTHBRIDGE,MA,1534,5082349771,170,Worcester,154,146.7,False,False,False,False,True,3.10083,3.59531,For profit - Corporation,Medicare and Medicaid,0,0,0,0,0,0,0,2017-11-22,2017-01-18,0,0,0
225249,WILLIMANSETT CENTER EAST,11 ST ANTHONY STREET,CHICOPEE,MA,1013,4135362540,70,Hampden,85,77.7,False,False,False,False,True,3.213,3.20792,Non profit - Corporation,Medicare and Medicaid,3,3,0,12,1,0,12,2017-07-25,2016-06-29,0,0,0
225250,FAIRVIEW COMMONS NURSING & REHABILITATION CENTER,CHRISTIAN HILL ROAD,GREAT BARRINGTON,MA,1230,4135284560,10,Berkshire,180,116.9,False,False,False,False,True,3.23603,3.43255,Non profit - Corporation,Medicare and Medicaid,9,7,2,72,1,0,72,2017-10-17,2016-09-07,1,3746,24
225253,HERITAGE HALL WEST,61 COOPER ST,AGAWAM,MA,1001,4137868000,70,Hampden,164,124.5,False,False,False,False,True,3.30202,3.37353,For profit - Corporation,Medicare and Medicaid,6,4,2,28,1,0,28,2016-11-09,2015-08-27,2,158217,297
225254,"QUEEN ANNE NURSING HOME, INC",50 RECREATION PARK DRIVE,HINGHAM,MA,2043,7817494982,150,Plymouth,106,99.0,False,False,False,False,True,3.0101,4.0322,For profit - Corporation,Medicare and Medicaid,3,3,0,12,1,0,12,2017-04-11,2016-03-29,1,19013,32
225256,WILLIMANSETT CENTER WEST,546 CHICOPEE STREET,CHICOPEE,MA,1013,4135362540,70,Hampden,103,94.7,False,False,False,False,True,3.30107,3.15926,Non profit - Corporation,Medicare and Medicaid,1,1,0,4,1,0,4,2017-02-28,2015-11-16,0,0,36
225257,CARE ONE AT NORTHAMPTON,548 ELM STREET,NORTHAMPTON,MA,1060,4135863150,80,Hampshire,125,107.8,False,False,False,False,True,3.17859,3.61409,For profit - Corporation,Medicare and Medicaid,7,3,4,64,1,0,64,2016-10-18,2015-07-28,2,28725,32
225259,ALLIANCE HEALTH AT WEST ACRES,804 PLEASANT STREET,BROCKTON,MA,2301,5085836000,150,Plymouth,138,93.8,False,False,False,False,True,3.07046,3.99081,Non profit - Corporation,Medicare and Medicaid,8,8,0,36,1,0,36,2017-07-20,2016-05-09,0,0,28
225260,BLAIRE HOUSE OF MILFORD,20 CLAFLIN STREET,MILFORD,MA,1757,5084731272,170,Worcester,73,66.9,False,False,False,False,True,3.26045,3.59407,For profit - Corporation,Medicare and Medicaid,1,1,0,4,1,0,4,2017-06-01,2016-05-06,0,0,16
225263,QUINCY HEALTH AND REHABILITATION CENTER LLC,11 MCGRATH HIGHWAY,QUINCY,MA,2169,6174792820,130,Norfolk,126,117.3,False,False,False,False,True,2.83675,3.73814,For profit - Individual,Medicare and Medicaid,11,11,0,64,1,0,64,2017-11-17,2016-09-14,1,64245,372
225265,WINGATE AT HAMPDEN,34 MAIN STREET,HAMPDEN,MA,1036,4135665511,70,Hampden,100,86.4,False,False,False,False,True,3.31506,3.55185,For profit - Corporation,Medicare and Medicaid,0,0,0,0,0,0,0,2016-12-13,2015-08-24,0,0,40
225266,ELIZABETH SETON,125 OAKLAND STREET,WELLESLEY,MA,2481,7812372161,130,Norfolk,84,80.0,False,False,False,False,True,3.12262,4.6946,Non profit - Corporation,Medicare and Medicaid,5,5,0,44,1,0,44,2017-08-24,2016-07-25,0,0,0
225267,GARDEN PLACE HEALTHCARE,193-195 PLEASANT STREET,ATTLEBORO,MA,2703,5082224950,20,Bristol,133,157.5,False,False,False,True,True,3.14198,2.95608,For profit - Corporation,Medicare and Medicaid,28,27,1,431,2,216,647,2017-10-19,2016-07-22,2,35252,48
225268,CARE ONE AT NEWTON,2101 WASHINGTON STREET,NEWTON,MA,2462,6179694660,90,Middlesex,202,103.6,False,False,False,False,True,3.21616,3.50853,For profit - Corporation,Medicare and Medicaid,5,5,0,36,1,0,36,2017-06-02,2016-07-01,0,0,20
225269,LOOMIS HOUSE NURSING CENTER,298 JARVIS AVENUE,HOLYOKE,MA,1040,4135387551,70,Hampden,92,88.6,False,True,False,True,True,3.23411,3.87246,Non profit - Corporation,Medicare and Medicaid,8,7,1,48,2,24,72,2017-04-04,2016-03-02,1,3121,12
225270,CARE ONE AT ESSEX PARK,265 ESSEX STREET,BEVERLY,MA,1915,9789273260,40,Essex,202,153.5,False,False,False,False,True,3.32168,3.6188,For profit - Corporation,Medicare and Medicaid,2,2,0,8,1,0,8,2017-04-18,2016-03-17,0,0,4
225271,PORT HEALTHCARE CENTER,6 HALE STREET,NEWBURYPORT,MA,1950,9784627373,40,Essex,123,88.3,False,False,False,False,True,3.03272,4.62427,For profit - Corporation,Medicare and Medicaid,3,2,1,28,1,0,28,2017-08-10,2016-11-01,1,7803,16
225272,BEAR HILL NURSING CENTER AT WAKEFIELD,ENTER 11 NORTH STREET,STONEHAM,MA,2180,7814388515,90,Middlesex,169,159.8,False,False,False,False,True,2.94962,4.30676,For profit - Corporation,Medicare and Medicaid,3,3,0,24,1,0,24,2017-10-12,2017-01-06,0,0,8
225273,CARLETON-WILLARD VILLAGE RETIREMENT & NURSING CTR,100 OLD BILLERICA ROAD,BEDFORD,MA,1730,7812758700,90,Middlesex,100,92.7,False,True,False,False,True,3.06247,5.7236,Non profit - Corporation,Medicare and Medicaid,0,0,0,0,0,0,0,2017-01-31,2016-03-24,1,61835,8
225274,BRUSH HILL CARE CENTER,1200 BRUSH HILL ROAD,MILTON,MA,2186,6173330600,130,Norfolk,160,121.2,False,False,False,False,True,2.85679,3.46272,For profit - Corporation,Medicare and Medicaid,14,14,0,80,1,0,80,2017-02-14,2015-10-08,2,124623,88
225275,BEAUMONT REHAB & SKILLED NURSING CTR - WESTBORO,3 LYMAN STREET,WESTBOROUGH,MA,1581,5083669933,170,Worcester,152,143.6,False,True,False,False,True,3.21908,4.19631,For profit - Partnership,Medicare and Medicaid,8,8,0,32,1,0,32,2017-03-29,2016-01-29,2,76051,144
225279,BAYPATH AT DUXBURY NURSING & REHABILITATION CTR,308 KINGSTOWN WAY,DUXBURY,MA,2332,7815855561,150,Plymouth,120,114.2,False,False,False,False,True,3.27136,3.75578,For profit - Corporation,Medicare and Medicaid,4,4,0,40,2,20,60,2017-07-28,2016-05-19,2,56656,48
225281,SKILLED NURSING FACILITY AT NORTH HILL (THE),865 CENTRAL AVENUE,NEEDHAM,MA,2492,7814449910,130,Norfolk,72,61.7,False,True,False,False,True,3.15353,4.29159,Non profit - Corporation,Medicare and Medicaid,4,4,0,32,1,0,32,2017-03-09,2015-12-11,1,3775,0
225282,LIFE CARE CENTER OF THE SOUTH SHORE,309 DRIFTWAY BOX 830,SCITUATE,MA,2066,7815451370,150,Plymouth,117,103.7,False,False,False,False,True,3.18755,3.5503,For profit - Corporation,Medicare and Medicaid,3,3,0,16,1,0,16,2017-02-24,2015-11-06,0,0,20
225283,WEBSTER MANOR REHABILITATION & HEALTH CARE CENTER,745 SCHOOL STREET,WEBSTER,MA,1570,5089490644,170,Worcester,135,129.4,False,False,False,False,True,3.11963,3.15507,For profit - Corporation,Medicare and Medicaid,8,8,0,40,1,0,40,2017-03-03,2016-02-02,0,0,28
225284,PLYMOUTH HARBORSIDE HEALTHCARE,19 OBERY STREET,PLYMOUTH,MA,2360,5087474790,150,Plymouth,101,78.1,False,False,False,True,True,2.95507,3.44427,For profit - Corporation,Medicare and Medicaid,6,6,0,44,1,0,44,2016-11-04,2015-08-13,1,53235,0
225288,CARE ONE AT LEXINGTON,178 LOWELL STREET,LEXINGTON,MA,2420,7818627400,90,Middlesex,211,147.2,False,False,False,False,True,3.24975,3.73568,For profit - Corporation,Medicare and Medicaid,7,7,0,36,1,0,36,2017-05-02,2016-07-11,0,0,20
225294,ACADEMY MANOR,89 MORTON STREET,ANDOVER,MA,1810,9784750944,40,Essex,174,144.5,False,False,False,False,True,3.19682,3.27102,For profit - Corporation,Medicare and Medicaid,4,4,0,16,1,0,16,2017-09-12,2016-07-13,0,0,44
225295,WINGATE AT WILBRAHAM,9 MAPLE STREET,WILBRAHAM,MA,1095,4135962411,70,Hampden,135,124.2,False,False,False,False,True,3.12963,4.06259,For profit - Corporation,Medicare and Medicaid,4,4,0,32,1,0,32,2017-11-13,2016-08-22,1,3900,56
225296,QUABBIN VALLEY HEALTHCARE,821 DANIEL SHAYS HIGHWAY,ATHOL,MA,1331,9782493717,170,Worcester,142,126.7,False,False,False,False,True,3.13087,3.84182,For profit - Corporation,Medicare and Medicaid,6,5,1,36,1,0,36,2017-08-24,2016-06-15,2,9393,20
225298,NORTHWOOD REHABILITATION & HEALTHCARE CENTER,1010 VARNUM AVENUE,LOWELL,MA,1854,9784588773,90,Middlesex,123,116.7,False,False,False,False,True,3.25238,3.38685,For profit - Corporation,Medicare and Medicaid,4,2,2,20,1,0,20,2016-10-13,2015-08-18,1,9428,4
225299,CARE ONE AT REDSTONE,135 BENTON DRIVE,EAST LONGMEADOW,MA,1028,4135253336,70,Hampden,254,179.9,False,False,False,False,True,3.14675,3.81656,For profit - Corporation,Medicare and Medicaid,11,9,2,60,1,0,60,2017-11-07,2016-10-17,0,0,60
225303,WINGATE AT EAST LONGMEADOW,32 CHESTNUT STREET,EAST LONGMEADOW,MA,1028,4135251893,70,Hampden,135,105.2,False,False,False,False,True,3.17511,3.48815,For profit - Corporation,Medicare and Medicaid,3,3,0,24,1,0,24,2017-06-30,2016-06-29,1,19013,102
225304,CHARLENE MANOR EXTENDED CARE FACILITY,130 COLRAIN ROAD,GREENFIELD,MA,1301,4137743724,60,Franklin,123,116.5,False,False,False,False,True,3.16446,3.5563,Non profit - Corporation,Medicare and Medicaid,2,2,0,8,1,0,8,2017-04-25,2016-03-24,0,0,32
225305,ST MARY HEALTH CARE CENTER,39 QUEEN STREET,WORCESTER,MA,1610,5087534791,170,Worcester,172,112.1,False,False,False,False,True,3.08062,3.6593,Non profit - Corporation,Medicare and Medicaid,8,8,0,36,1,0,36,2017-06-28,2016-06-09,0,0,36
225306,MT GREYLOCK EXTENDED CARE FACILITY,1000 NORTH STREET,PITTSFIELD,MA,1201,4134997186,10,Berkshire,100,96.5,False,False,False,False,True,3.38177,3.56937,Non profit - Corporation,Medicare and Medicaid,3,3,0,12,1,0,12,2017-09-13,2016-07-21,0,0,24
225309,LEDGEWOOD REHABILITATION & SKILLED NURSING CENTER,87 HERRICK STREET,BEVERLY,MA,1915,9789211392,40,Essex,123,107.4,False,False,False,False,True,3.38764,3.76475,For profit - Corporation,Medicare and Medicaid,5,5,0,20,2,10,30,2017-07-13,2016-06-21,1,7150,84
225312,ST CAMILLUS HEALTH CENTER,447 HILL STREET,WHITINSVILLE,MA,1588,5082347306,170,Worcester,123,108.8,False,False,False,False,True,3.09271,3.96198,Non profit - Corporation,Medicare and Medicaid,4,4,0,16,1,0,16,2017-02-14,2015-11-19,1,6500,32
225313,GOVERNORS CENTER,66 BROAD STREET,WESTFIELD,MA,1085,4135625464,70,Hampden,100,87.3,False,False,False,False,True,3.22166,3.3844,Non profit - Corporation,Medicare and Medicaid,2,2,0,40,1,0,40,2016-12-28,2015-11-02,2,38241,48
225314,BEDFORD GARDENS CARE AND REHABILITATION CENTER LLC,4586 ACUSHNET AVENUE,NEW BEDFORD,MA,2745,5089981188,20,Bristol,123,,False,False,False,False,True,,,For profit - Corporation,Medicare and Medicaid,15,15,1,88,1,0,88,2017-09-08,2016-06-30,0,0,48
225315,"HIGHLANDS, THE",335 NICHOLS ROAD,FITCHBURG,MA,1420,9783434411,170,Worcester,168,152.6,False,False,False,False,True,3.37494,3.59235,For profit - Corporation,Medicare and Medicaid,7,7,0,32,1,0,32,2017-10-27,2016-10-26,2,50461,8
225317,"FALL RIVER JEWISH HOME, INC",538 ROBESON STREET,FALL RIVER,MA,2720,5086796172,20,Bristol,62,51.2,False,False,False,False,True,3.34597,3.86301,Non profit - Corporation,Medicare and Medicaid,4,4,0,20,1,0,20,2017-09-28,2016-07-14,0,0,0
225318,MERRIMACK VALLEY HEALTH CENTER,22 MAPLE STREET,AMESBURY,MA,1913,9783884682,40,Essex,130,107.4,False,False,False,False,True,3.11785,3.42222,For profit - Corporation,Medicare and Medicaid,4,3,1,32,1,0,32,2017-11-02,2016-10-27,1,31276,8
225319,CHETWYNDE HEALTHCARE,1650 WASHINGTON STREET,WEST NEWTON,MA,2465,6172445407,90,Middlesex,75,44.4,False,False,False,True,True,3.13963,3.57203,For profit - Corporation,Medicare and Medicaid,0,0,0,0,0,0,0,2016-11-08,2015-11-24,1,51838,84
225320,SOUTH DENNIS HEALTHCARE,1 LOVE LANE,SOUTH DENNIS,MA,2660,5083856034,0,Barnstable,128,86.9,False,False,False,True,True,3.12941,3.62902,For profit - Corporation,Medicare and Medicaid,4,4,0,24,1,0,24,2017-08-30,2016-06-17,1,1950,12
225321,DEDHAM HEALTHCARE,1007 EAST STREET,DEDHAM,MA,2026,7813291520,130,Norfolk,145,106.8,False,False,False,True,True,2.99053,3.6276,For profit - Corporation,Medicare and Medicaid,8,7,1,52,2,26,78,2017-02-01,2015-10-01,1,67061,8
225322,SACHEM CENTER FOR HEALTH & REHABILITATION,66 CENTRAL STREET,EAST BRIDGEWATER,MA,2333,5083787227,150,Plymouth,111,104.7,False,False,False,False,True,2.89035,3.73438,For profit - Partnership,Medicare and Medicaid,9,9,0,44,1,0,44,2017-01-17,2015-08-03,0,0,24
225323,CARE ONE AT PEABODY,199 ANDOVER STREET,PEABODY,MA,1960,9785310772,40,Essex,150,126.1,False,False,False,False,True,3.26937,3.8012,For profit - Corporation,Medicare and Medicaid,5,5,0,32,1,0,32,2017-11-15,2016-09-22,0,0,102
225324,WEST NEWTON HEALTHCARE,25 ARMORY STREET,WEST NEWTON,MA,2465,6179692300,90,Middlesex,123,93.5,False,False,False,True,True,2.91886,3.55914,For profit - Corporation,Medicare and Medicaid,12,12,0,80,3,56,136,2017-10-04,2016-09-13,0,0,0
225326,"RESERVOIR CENTER FOR HEALTH & REHABILITATION, THE",400 BOLTON STREET,MARLBOROUGH,MA,1752,5084816123,90,Middlesex,144,105.5,False,False,False,False,True,3.08069,4.02756,For profit - Corporation,Medicare and Medicaid,13,13,0,72,1,0,72,2017-01-20,2015-10-20,0,0,32
